;Artist;Title;Date;Genre;Label;CriticScore;CriticNum;UserScore;UserNum
3429;True Body;Heavenly Rhythms for the Uninitiated;April 3,;-;Funeral Party;NR;0;75;2
3430;The Hannah Barberas;Into the Wild;April 3,;-;Doo Lang / Spinout Nuggets;NR;0;67;2
3431;Vulture Party;Vulture Party;April 3,;-;Last Night From Glasgow;NR;0;63;2
3432;Gnaw Their Tongues;I Speak the Truth, Yet With Every Word Uttered, Thousands Die;April 3,;;- ;NR;0;73;2
3433;Elitimesfour;from an unknown;April 3,;;- ;NR;0;80;2
3434;Live Burial;Unending Futility;April 3,;-;Transcending Obscurity;90;1;74;1
3435;Maserati;Enter The Mirror;April 3,;-;Temporary Residence Ltd.;70;1;58;1
3436;RXM Reality;blood blood blood blood;April 3,;-;Hausu Mountain;90;1;62;1
3437;Fire In The Radio;Monuments;April 3,;-;Wednesday;80;2;59;2
3438;Stu Larsen;Marigold;April 3,;-;Nettwerk Records;70;1;71;1
3439;Aero Chord;GRIND;April 3,;-;Aero Records;NR;0;54;1
3440;Scott Hardware;Engel;April 3,;-;Telephone Explosion;80;2;50;2
3441;Jeffrey Silverstein;You Become The Mountain;April 3,;;- ;NR;0;84;1
3442;Bury Tomorrow;Cannibal;April 3,;-;Music for Nations;NR;0;61;1
3443;Guvna B;everywhere + nowhere;April 3,;-;Allo Mate;95;1;70;1
3444;Memnon Sa;World Serpent;April 3,;-;Holy Mountain;NR;0;70;1
3445;Dopamoon;Dopamoon;April 3,;-;Alter K;NR;0;63;1
3446;Dom & Roland;Lost in the Moment;April 3,;-;Dom & Roland;NR;0;55;1
3447;Lil' Kleine;Jongen Van De Straat;April 3,;-;Hitmen Music;NR;0;8;1
3448;Super Especial;Dramático;April 3,;;- ;NR;0;70;1
3449;DJ Fresh & DJ Idea;Fresh Idea : The Mob Vibes;April 3,;-;The Worlds Freshest Music / Idea Studios;NR;0;74;1
3450;Agallah;Darona;April 3,;;- ;NR;0;67;1
3451;Mute Forest;Riderstorm;April 3,;;- ;NR;0;49;1
3452;Canton Jones;Power;April 3,;-;2020 CAJO RECORDS;NR;0;61;1
3453;Stu Larsen;Marigold;April 3,;-;Nettwerk Records;70;1;71;1
3454;Aero Chord;GRIND;April 3,;-;Aero Records;NR;0;54;1
3455;Scott Hardware;Engel;April 3,;-;Telephone Explosion;80;2;50;2
3456;Jeffrey Silverstein;You Become The Mountain;April 3,;;- ;NR;0;84;1
3457;Bury Tomorrow;Cannibal;April 3,;-;Music for Nations;NR;0;61;1
3458;Dopamoon;Dopamoon;April 3,;-;Alter K;NR;0;63;1
3459;Guvna B;everywhere + nowhere;April 3,;-;Allo Mate;95;1;70;1
3460;Memnon Sa;World Serpent;April 3,;-;Holy Mountain;NR;0;70;1
3461;Dom & Roland;Lost in the Moment;April 3,;-;Dom & Roland;NR;0;55;1
3462;Alec Benjamin;These Two Windows;April 3,;;- ;NR;0;0;1
3463;Boston Manor;Plasticine Dream;April 3,;;- ;NR;0;60;1
3464;Mavi Phoenix;Boys Toys;April 3,;-;LLT Records;NR;0;75;1
3465;Peace'd Out;Feelings Blade;April 3,;-;Umbrella Man;NR;0;66;1
3466;Drakulas;Terminal Amusements;April 3,;-;Dine Alone;NR;0;65;1
3467;Amtrac;Oddyssey;April 3,;-;RCA;NR;0;73;1
3468;James Alexander Bright;Headroom;April 3,;-;!K7 Music;NR;0;81;1
3469;Skippy Spiral;Circuit Circus;April 3,;-;Graveface;NR;0;68;1
3470;Pablo Nouvelle;Obsolete;April 3,;-;Armada Music BV;NR;0;87;1
3471;Lucifer Star Machine;The Devil's Breath;April 3,;;- ;NR;0;70;1
3472;Beeda Weeda;Mob God;April 3,;-;Zoo Entertainment / Beeda Weeda Productions L;NR;0;NR;0
3473;Joviac;Here And Now;April 3,;;- ;NR;0;NR;0
3474;DarkoVibes;Kpanlogo;April 3,;;- ;NR;0;NR;0
3475;Block 33;6:36 To Liverpool Street;April 3,;-;Stone Beach - The Modernist Club;NR;0;NR;0
3476;Blacastan & Stu Bangas;Watson and Holmes 3: The Case of the BPM Killer;April 3,;;- ;NR;0;NR;0
3477;Sauce Twinz;Lost In the Sauce;April 3,;Trap Rap, Pop Rap;TSF;NR;0;NR;0
3478;Loviatar;Lightless;April 3,;-;Prosthetic Records;NR;0;NR;0
3479;Vernon Jane;The Ritual Of Love Making;April 3,;;- ;NR;0;NR;0
3480;Teodor Currentzis;Beethoven: Symphony No. 5 in C Minor, Op. 67;April 3,;-;Sony;NR;0;NR;0
3481;Endling;Proper Nouns;April 3,;;- ;NR;0;NR;0
3482;УГАДАЙКТО;audiodopingclan.mp3 (ft. игла);April 3,;-;КОННЕКТ;NR;0;NR;0
3483;Dale Ali;Back to You;April 3,;-;DALEMUSIC;NR;0;NR;0
3484;Andre Nickatina;Drugz;April 3,;-;75 Girls Records;NR;0;NR;0
3485;Jeshi;BAD TASTE;April 3,;-;Because Music;NR;0;NR;0
3486;Thanks For Coming;"almost named this album ""untouched"" in reference to not editing the cover photo and also having an unrequited crush on a stra";April 3,;-;thanks for coming;NR;0;NR;0
3487;Danny Gruff;Author of My Own Misfortunes;April 3,;-;Danny Gruff;NR;0;NR;0
3488;Mick Harvey;Waves of Anzac/The Journey;April 3,;-;Mute;80;1;NR;0
3489;Bernard Parmegiani;Violostries;April 3,;-;Recollection GRM;NR;0;NR;0
3490;вода W A K E;知識;April 3,;-;Icy Records;NR;0;NR;0
3491;Logan Ledger;Logan Ledger;April 3,;-;Rounder Records;80;1;NR;0
3492;Indian Queens;God Is A Woman;April 3,;-;Cool Thing Records;NR;0;NR;0
3493;Beeda Weeda;Mob God;April 3,;-;Zoo Entertainment / Beeda Weeda Productions L;NR;0;NR;0
3494;Cash Money Millionaires;Cash Money: The Instrumentals;April 3,;-;Cash Money / Republic Records;NR;0;NR;0
3495;Loviatar;Lightless;April 3,;-;Prosthetic Records;NR;0;NR;0
3496;Vernon Jane;The Ritual Of Love Making;April 3,;;- ;NR;0;NR;0
3497;Sauce Twinz;Lost In the Sauce;April 3,;Trap Rap, Pop Rap;TSF;NR;0;NR;0
3498;Teodor Currentzis;Beethoven: Symphony No. 5 in C Minor, Op. 67;April 3,;-;Sony;NR;0;NR;0
3499;Savant;Void;April 4,;;- ;NR;0;66;5
3500;Lost Film;Between Melting & Freezing;April 4,;-;Utility Tapes;NR;0;68;3
3501;Blanket Swimming & DR;Lightning Gallery;April 4,;;- ;NR;0;59;1
3502;Buckethead;Healing Inside Outside Every Side;April 4,;;- ;NR;0;67;1
3503;Timelash;Timelash;April 4,;-;◈;NR;0;NR;0
3504;Serengeti & Kenny Segal;Ajai;April 5,;-;Cohn Corporation;NR;0;73;7
3505;DiGiGHOULS;My Demon Crush 2nd Mix;April 5,;;- ;NR;0;53;2
3506;Elisione;Quarantine Beats;April 5,;;- ;NR;0;67;2
3507;Jason Lescalleet;Not Going Anywhere;April 5,;;- ;NR;0;62;1
3508;Black Brunswicker;Wilder Paths;April 5,;;- ;NR;0;65;1
3509;Kree Harrison;Chosen Family Tree;April 5,;-;One Vision Music Group;NR;0;NR;0
3510;Serengeti;AJAI;April 5,;thekennydennis.com  ;- ;NR;0;NR;0
3511;LF58;Alterazione;April 6,;Ambient;Astral Industries;NR;0;59;5
3512;Senica Da Misfit;Poetic Ruckus 2;April 6,;-;Senica Da Misfit;NR;0;68;1
3513;M. Sage;Blessing Redux (vivo relief);April 6,;;- ;NR;0;55;1
3514;Tha God Fahim, Jay Nice & Left Lane Didon;Dump Life;April 6,;;- ;NR;0;76;1
3515;Riley Lamarre;TV On Mute @ 2am;April 6,;;- ;NR;0;67;1
3516;Flore;Rituals;April 7,;;- ;NR;0;64;2
3517;Halftribe & Spinnet;Patterns of Sync;April 7,;;- ;NR;0;59;1
3518;Ca$aBlanca & TITO TheCZAR;The Elephants Who Spoke;April 7,;-;The 73rd Media;NR;0;70;1
3519;Vallow;Estrella;April 7,;;- ;NR;0;NR;0
3520;Bad Moves;Untenable;April 7,;-;Don Giovanni Records;NR;0;NR;0
3521;Slim G;One Bullet x Blowin' Smoke;April 7,;-;Natural Sciences;NR;0;NR;0
3522;Mr. Moor;ΛURΛ;April 7,;-;Blessed Bitch;NR;0;NR;0
3523;B. The Leo;Burn After Listening;April 8,;;- ;NR;0;70;2
3524;Bedroom;A Thousand Harmonies in Silence;April 8,;;- ;NR;0;75;1
3525;D Strong & Giallo Point;Suitcase Full of Gunz;April 8,;Giallo Point / Feature;- ;NR;0;70;1
3526;Eat The Day;The Demos;April 8,;-;Edison Sound;60;1;NR;0
3527;Matthew Tavares;Richard Dry;April 8,;-;VOICE RECORDINGS;NR;0;NR;0
3528;Beige Monk;a recapturing of a dream in which i was thrown into the void where i stayed for an eternity before emerging in my ultimate fo;April 8,;;- ;NR;0;NR;0
3529;Shohei Takagi Parallela Botanica;Triptych;April 8,;-;KAKUBARHYTHM;NR;0;NR;0
3530;Pink Siifu;NEGRO;April 9,;;- ;NR;0;77;6
3531;Winner;Remember;April 9,;-;YG Entertainment;NR;0;64;4
3532;Balter Youth;Children Playing Adults;April 9,;;- ;NR;0;77;2
3533;Andrea;Ritorno;April 9,;-;Ilian Tape;NR;0;76;1
3534;Maon Of The Biarre Variety;Let’s Rock Out;April 9,;-;Creepy Records;NR;0;1;1
3535;Joe Waine;Fat Dreams of Italy;April 9,;;- ;NR;0;83;1
3536;CpMc;Weather Changes;April 9,;-;CpMc Creative;NR;0;75;1
3537;Zuukou Mayzie;Primera Temporada;April 9,;-;667 x Jeune à jamais;NR;0;79;1
3538;The Strokes;The New Abnormal;April 10;Indie Rock;RCA;74;22;80;22
3539;Laura Marling;Song For Our Daughter;April 10;Folk, Singer-Songwriter;Chrysalis, Partisan;88;13;76;13
3540;Hamilton Leithauser;The Loves of Your Life;April 10;hamiltonleithauser.com  ;- ;82;5;63;5
3541;Midwife;Forever;April 10;Ambient Pop, Slowcore;The Flenser;90;1;65;1
3542;STRFKR;Future Past Life;April 10;-;Polyvinyl;NR;0;61;18
3543;Jackie Lynn;Jacqueline;April 10;Art Pop;Drag City;75;2;67;2
3544;The Buttertones;Jazzhound;April 10;Indie Rock;Innovative Leisure;90;1;74;1
3545;Nightwish;HUMAN. :II: NATURE.;April 10;Symphonic Metal;Nuclear Blast;65;2;72;2
3546;Trace Mountains;Lost in the Country;April 10;-;Lame-O;75;2;64;2
3547;DJ Python;Mas Amable;April 10;-;Incienso;80;1;70;1
3548;Cadet;The Rated Legend;April 10;Hip Hop;Underrated Legends;87;3;67;3
3549;Squarepusher;Lamental EP;April 10;-;Warp;60;1;69;1
3550;Active Child;In Another Life;April 10;-;Sony Masterworks;NR;0;66;8
3551;Rotting Out;Ronin;April 10;-;Pure Noise;80;1;74;1
3552;Eerie Gaits;Holopaw;April 10;-;Sound As Language;70;1;56;1
3553;Pokey LaFarge;Rock Bottom Rhapsody;April 10;-;New West Records;80;1;74;1
3554;Flat Worms;Antarctica;April 10;-;GOD?;70;1;64;1
3555;Drain;California Cursed;April 10;-;Revelation Records;NR;0;72;6
3556;Long Neck;World’s Strongest Dog;April 10;;- ;NR;0;64;6
3557;ADULT.;Perception is/as/of Deception;April 10;-;Dais Records;74;2;70;2
3558;Azusa;Loop of Yesterdays;April 10;Grindcore;Solid State;75;2;59;2
3559;The Dream Syndicate;The Universe Inside;April 10;-;Anti-;80;2;67;2
3560;Kool Keith & Thetan;Space Goretex;April 10;;- ;NR;0;67;5
3561;Zavet;жилы;April 10;;- ;NR;0;71;5
3562;Егор Крид;58;April 10;-;Egor Kreed under exclusive license to Warner;NR;0;25;5
3563;The Mountain Goats;Songs For Pierre Chuvin;April 10;-;Merge Records;NR;0;84;4
3564;Once And Future Band;Deleted Scenes;April 10;-;Castle Face;80;1;62;1
3565;Dool;Summerland;April 10;;- ;NR;0;62;4
3566;Killarmy;Full Metal Jackets;April 10;-;Granddaddy Flow Ent. LLC;NR;0;61;4
3567;Maddie & Tae;The Way it Feels;April 10;;- ;70;1;65;1
3568;Stay Inside;Viewing;April 10;-;No Sleep;80;1;63;1
3569;2KBABY;Pregame Rituals;April 10;-;Warner Records;NR;0;73;3
3570;Joe Satriani;Shapeshifting;April 10;-;Sony;80;1;64;1
3571;Stay Inside;Viewing;April 10;-;No Sleep;80;1;63;1
3572;2KBABY;Pregame Rituals;April 10;-;Warner Records;NR;0;73;3
3573;Joe Satriani;Shapeshifting;April 10;-;Sony;80;1;64;1
3574;High Priestess;Casting the Circle;April 10;;- ;NR;0;63;2
3575;Lil Morty;Lil Morty 2;April 10;-;Sony Music Entertainment;NR;0;59;2
3576;John Lindahl;Opening Night;April 10;-;Def Jam Recordings;NR;0;66;2
3577;Spell;Opulent Decay;April 10;-;Bad Omen;80;1;59;1
3578;Calligram;The Eye is the First Circle;April 10;-;Prosthetic;NR;0;51;2
3579;Convolk;ANTIHERO;April 10;;- ;NR;0;79;2
3580;Wolfheart;Wolves of Karelia;April 10;Melodic Death Metal;Napalm;NR;0;61;2
3581;Young P&H;Квартал делает числа;April 10;-;Zhara Music;NR;0;56;2
3582;Totpoc;Всё о чём мечтал пацан;April 10;-;НЁРД;NR;0;70;1
3583;Various Artists;A tribute to Keith Emerson & Greg Lake;April 10;;- ;NR;0;58;1
3584;Popnoname;Horizons;April 10;;- ;NR;0;70;1
3585;Bicycles For Afghanistan;Прятки;April 10;;- ;NR;0;67;1
3586;Ambar Lucid;Garden of Lucid;April 10;;- ;NR;0;72;1
3587;Whom?;It Was Always Personal;April 10;;- ;NR;0;55;1
3588;The Brains;Satana Tarantula;April 10;-;Cleopatra Records;NR;0;88;1
3589;Triple Negative;God Bless the Death Drive;April 10;-;Penultimate Press;NR;0;57;1
3590;Local H;Lifers;April 10;;- ;80;2;66;2
3591;Boosie Badazz;Goat Talk 2;April 10;;- ;NR;0;52;1
3592;YSN Flow;Flow $ZN;April 10;-;Republic;NR;0;19;1
3593;Pip Millett;Lost in June;April 10;-;+ FOURS;NR;0;80;1
3594;Yutie Lee;Flower Protocol;April 10;-;Public Possession;NR;0;72;1
3595;Capitol K;Birdtrapper;April 10;-;Faith & Industry;NR;0;50;1
3596;The Tiger Lillies;COVID-19;April 10;;- ;NR;0;100;1
3597;Orkesta Mendoza;Curandero;April 10;-;Glitterbeat Records;NR;0;70;1
3598;Hans-Joachim Roedelius;Selbstportrait: Wahre Liebe;April 10;;- ;NR;0;55;1
3599;Zopp;Zopp;April 10;;- ;NR;0;85;1
3600;Myth of I;Myth of I;April 10;-;Artisan Era;70;1;75;1
3601;Pip Millett;Lost in June;April 10;-;+ FOURS;NR;0;80;1
3602;Yutie Lee;Flower Protocol;April 10;-;Public Possession;NR;0;72;1
3603;Chimpan A;The Empathy Machine;April 10;;- ;NR;0;NR;0
3604;Gawvi;Heathen;April 10;-;Reach;NR;0;NR;0
3605;SHLAKOBLOCHINA;FATALITY;April 10;-;Warner Music Russia;NR;0;NR;0
3606;Brant Bjork;Brant Bjork;April 10;-;Heavy Psych;NR;0;NR;0
3607;Eli.;undefined.;April 10;;- ;NR;0;NR;0
3608;Antifragile;Lifers;April 10;;- ;NR;0;NR;0
3609;Benighted;Obscene Repressed;April 10;-;Season of Mist;NR;0;NR;0
3610;Brian Dunne;Selling Things;April 10;-;Tone Tree;70;1;NR;0
3611;BADA;BADA;April 10;-;Pomperipossa;NR;0;NR;0
3612;Akurion;Come Forth to Me;April 10;;- ;70;1;NR;0
3613;Wayne Everett;Two Ghosts;April 10;-;California Viking Productions;NR;0;NR;0
3614;Umse & Nottz;Uno;April 10;-;JAKARTA;NR;0;NR;0
3615;John Anderson;Years;April 10;-;BMG;90;1;NR;0
3616;Gil Scott-Heron;Save the Children;April 10;-;Purple Haze;NR;0;NR;0
3617;Unkle Funkle;Fuji;April 10;-;Gnar Tapes;NR;0;NR;0
3618;DirtyDiggs;Kung Flu Season;April 10;;- ;NR;0;NR;0
3619;Jake Schrock;Omnibus;April 10;-;Medical Records;NR;0;NR;0
3620;Pottery;Welcome to Bobby's Motel;April 10;-;PTKF;NR;0;NR;0
3621;Alessandro Parisi;Ascensione Progressiva;April 10;-;Medical Records;NR;0;NR;0
3622;Gorilla Zoe;31 Days Of COVID-19;April 10;;- ;NR;0;NR;0
3623;The Kundalini Genie;11:11;April 10;-;Space Ranch Records;NR;0;NR;0
3624;Sunwatchers;Oh Yeah?;April 10;-;Trouble In Mind;NR;0;NR;0
3625;Grace Sings Sludge;Christ Mocked & The End of a Relationship;April 10;-;Empty Cellar Records;NR;0;NR;0
3626;Døøf;"""Barça Tape​.​""";April 10;;- ;NR;0;NR;0
3627;Tapok;Vintan;April 11;-;Tapok;NR;0;73;2
3628;COHAB;Lemonade - COHAB Critic;April 11;;- ;NR;0;100;1
3629;Eto;The Beauty Of It;April 12;;- ;NR;0;NR;0
3630;Rook;2,020 Knives;April 13;;- ;NR;0;NR;0
3631;Black Dresses;Peaceful as Hell;April 13;;- ;NR;0;NR;0
3632;Cindy Lee;Cat O' Nine Tails;April 14;-;CCQSK Enterprises;NR;0;73;3
3633;City Girl;Goddess of the Hollow;April 14;;- ;NR;0;NR;0
3634;City Girl;Goddess of the Hollow;April 14;;- ;NR;0;NR;0
3635;City Girl;Siren of the Formless;April 14;;- ;NR;0;NR;0
3636;Charlemagne Palestine, Mika Vainio & Eric Thielemans;P V T;April 15;-;MATIÈRE MÉMOIRE;NR;0;NR;0
3637;Jarboe;Illusory;April 16;;- ;NR;0;NR;0
3638;Wild Wes;House Trap;April 17;-;Icy Records;NR;0;39;3
3639;Rina Sawayama;SAWAYAMA;April 17;-;Dirty Hit;NR;0;76;1
3640;Hodge;Shadows in Blue;April 17;-;Houndstooth;80;1;73;1
3641;dvsn;A Muse In Her Feelings;April 17;-;OVO Sound;NR;0;NR;0
3642;Malena Zavala;La Yarará;April 17;-;Yucatan Records;NR;0;NR;0
3643;Sophie Hutchings;Scattered On The Wind;April 17;-;Mercury Classics;NR;0;NR;0
3644;Lido Pimienta;Miss Colombia;April 17;-;Anti/Epitaph;NR;0;NR;0
3645;Tribu;Por Naturaleza;April 17;-;Francisca Burchardt;NR;0;NR;0
3646;RJD2;The Fun Ones;April 17;-;RJ's Electrical Connections;NR;0;NR;0
3647;Nite;Sleepless;April 17;-;Cleopatra Records;NR;0;NR;0
3648;King Charles;Deeper Love;April 17;-;Buffalo Gang Limited;NR;0;NR;0
3649;The Black Dahlia Murder;Verminous;April 17;-;Metal Blade;NR;0;NR;0
3650;Flying Horseman;Mothership;April 17;-;Unday Records;NR;0;NR;0
3651;88GLAM;Close To Heaven Far From God;April 17;-;XO;NR;0;NR;0
3652;Gerry Cinnamon;The Bonny;April 17;-;Little Runaway;NR;0;NR;0
3653;Eddie Money;Brand New Day;April 17;-;Money Music;NR;0;NR;0
3654;EOB;Earth;April 17;-;Capitol;NR;0;NR;0
3655;The Doppelgangaz;G Pack, Vol. 2;April 17;;- ;NR;0;NR;0
3656;Klô Pelgag;Notre-Dame-des-Sept-Douleurs;April 17;-;Secret City Records;NR;0;NR;0
3657;R.A. The Rugged Man;All My Heroes Are Dead;April 17;-;Nature Sounds;NR;0;NR;0
3658;Le Couleur;Concorde;April 17;;- ;NR;0;NR;0
3659;The Smith Street Band;Don’t Waste Your Anger;April 17;;- ;NR;0;NR;0
3660;GIRL SKIN;Shade Is On the Other Side;April 17;-;Jullian Records;NR;0;NR;0
3661;SONIKKU;Joyful Death;April 17;-;Bella Union;NR;0;NR;0
3662;Let Spin;Steal The Light;April 17;-;Efpi Records;NR;0;NR;0
3663;Oranssi Pazuzu;Mestarin Kynsi;April 17;;- ;NR;0;NR;0
3664;The Pack A.D.;it was fun while it lasted;April 17;-;The Pack A.D./Fontana North;NR;0;NR;0
3665;Glass Hammer;Dreaming City;April 17;;- ;NR;0;NR;0
3666;Enter Shikari;Nothing Is True & Everything Is Possible;April 17;;- ;NR;0;NR;0
3667;Billy Ocean;One World;April 17;-;Sony Music CMG;NR;0;NR;0
3668;J. Stalin;Bay Area State of Mind 2;April 17;-;Livewire Records;NR;0;NR;0
3669;Pascal Schumacher;SOL;April 17;-;Neue Meister;NR;0;NR;0
3670;Ron Sexsmith;Hermitage;April 17;-;Cooking Vinyl Limited;NR;0;NR;0
3671;Greg Gould;1998;April 17;-;Greg Gould;NR;0;NR;0
3672;Nicole Atkins;Italian Ice;April 17;-;Single Lock;NR;0;NR;0
3673;Shabazz Palaces;The Don Of Diamond Dreams;April 17;-;Sub Pop Records;NR;0;NR;0
3674;Fiona Apple;Fetch the Bolt Cutters;April 17;www.fiona-apple.com  ;- ;NR;0;NR;0
3675;Joel Plaskett;44;April 17;-;Songs For The Gang / Pheromone Recordings;NR;0;NR;0
3676;Gregory Porter;All Rise;April 17;-;Decca;NR;0;NR;0
3677;Etherius;Chaos. Order. Renewal.;April 17;;- ;NR;0;NR;0
3678;Tech N9ne;EnterFear;April 17;-;Strange Music;40;1;NR;0
3679;Abysmal Dawn;Phylogenesis;April 17;;- ;NR;0;NR;0
3680;Roza Terenzi;Modern Bliss;April 17;-;Planet Euphorique;NR;0;NR;0
3681;Sir Richard Bishop;Oneiric Formulary;April 17;-;Drag City Records;NR;0;NR;0
3682;DgoHn;Undesignated Proximate;April 17;-;Love Love;NR;0;NR;0
3683;Berner & B-Real;Los Meros;April 17;-;Bern One Ent.;NR;0;NR;0
3684;Dutty Moonshine Big Band;City of Sin;April 17;-;Dutty Moonshine Big Band;NR;0;NR;0
3685;Sheridan Woika;I explode.;April 18;;- ;NR;0;NR;0
3686;Oreox4;Hills And Valleys;April 18;;- ;NR;0;NR;0
3687;Tom Caruana;Adaptatrap;April 20;;- ;NR;0;NR;0
3688;Jamal Gasol & DirtyDiggs;100 Blunts In Venice;April 20;;- ;NR;0;NR;0
3689;Realisea;Mantelpeace;April 20;;- ;NR;0;NR;0
3690;Mike Dean;4:20;April 20;;- ;NR;0;NR;0
3691;Haydar;Haydar The Album;April 21;-;Haydar;NR;0;100;1
3692;Ankhlejohn;The Face Of Jason;April 21;-;Shaap Records;NR;0;NR;0
3693;Vanilla;Into the Dream;April 22;;- ;NR;0;NR;0
3694;Extraterrestrial Birthday Party;EBP4;April 22;-;ZeroWorld;NR;0;NR;0
3695;Asher Roth;Flowers On The Weekend;April 23;asherrothmusic.com  ;- ;NR;0;NR;0
3696;HA:TFELT;1719;April 23;-;Amoeba Culture;NR;0;NR;0
3697;Black Curse;Endless Wound;April 24;-;Sepulchral Voice;NR;0;80;3
3698;Elrichman;Heaven's Mayor;April 24;-;Bobo Integral;NR;0;100;1
3699;Rumer;Nashville Tears;April 24;-;Cooking Vinyl Limited;NR;0;66;1
3700;Ewa Justka;Upside Down Smile;April 24;-;Editions Mego;NR;0;76;1
3701;Finlay Shakespeare;Finlay Shakespeare Solemnities;April 24;-;Editions Mego;NR;0;77;1
3702;The Used;Heartwork;April 24;-;Big Noise Music Group;NR;0;NR;0
3703;Katatonia;City Burials;April 24;;- ;NR;0;NR;0
3704;Cassowary;Cassowary;April 24;-;Fat Possum;NR;0;NR;0
3705;Rhys Lewis;Things I Chose To Remember;April 24;-;Decca Records;NR;0;NR;0
3706;GRID;Decomposing Force;April 24;-;NNA Tapes;NR;0;NR;0
3707;Elder;Omens;April 24;-;Stickman Records;NR;0;NR;0
3708;I Am The Manic Whale;Things Unseen;April 24;;- ;NR;0;NR;0
3709;Indigo Girls;Look Long;April 24;-;Rounder;NR;0;NR;0
3710;Lennon Stella;Three. Two. One.;April 24;;- ;NR;0;NR;0
3711;More Eaze;Mari;April 24;-;Orange Milk;NR;0;NR;0
3712;Dance Gavin Dance;Afterburner;April 24;Post-Hardcore;Rise Records;NR;0;NR;0
3713;Grandval;Descendu sur Terre;April 24;;- ;NR;0;NR;0
3714;Warbringer;Weapons Of Tomorrow;April 24;-;Napalm;NR;0;NR;0
3715;JG Thirlwell & Simon Steensland;Oscillospira;April 24;-;Ipecac;NR;0;NR;0
3716;Matthieu Saglio;El Camino de los Vientos;April 24;-;ACT Music;NR;0;NR;0
3717;Other Lives;For Their Love;April 24;-;Play It Again Sam;NR;0;NR;0
3718;Lucinda Williams;Good Souls Better Angels;April 24;-;Highway 20, Thirty Tigers;NR;0;NR;0
3719;Tom Misch And Yussef Dayes;What Kinda Music;April 24;-;Beyond The Groove;NR;0;NR;0
3720;Leifur James;Angel in Disguise;April 24;-;Night Time Stories Ltd.;NR;0;NR;0
3721;Willie Nelson;First Rose of Spring;April 24;-;Legacy Recordings;NR;0;NR;0
3722;LA Priest;GENE;April 24;-;Domino Recording Co;NR;0;NR;0
3723;Diners;Leisure World;April 24;-;LAUREN RECORDS;NR;0;NR;0
3724;Katatonia;City Burials;April 24;;- ;NR;0;NR;0
3725;The Used;Heartwork;April 24;-;Big Noise Music Group;NR;0;NR;0
3726;Cassowary;Cassowary;April 24;-;Fat Possum;NR;0;NR;0
3727;Rhys Lewis;Things I Chose To Remember;April 24;-;Decca Records;NR;0;NR;0
3728;GRID;Decomposing Force;April 24;-;NNA Tapes;NR;0;NR;0
3729;Elder;Omens;April 24;-;Stickman Records;NR;0;NR;0
3730;I Am The Manic Whale;Things Unseen;April 24;;- ;NR;0;NR;0
3731;Indigo Girls;Look Long;April 24;-;Rounder;NR;0;NR;0
3732;Lennon Stella;Three. Two. One.;April 24;;- ;NR;0;NR;0
3733;More Eaze;Mari;April 24;-;Orange Milk;NR;0;NR;0
3734;Dance Gavin Dance;Afterburner;April 24;Post-Hardcore;Rise Records;NR;0;NR;0
3735;Grandval;Descendu sur Terre;April 24;;- ;NR;0;NR;0
3736;Warbringer;Weapons Of Tomorrow;April 24;-;Napalm;NR;0;NR;0
3737;Other Lives;For Their Love;April 24;-;Play It Again Sam;NR;0;NR;0
3738;JG Thirlwell & Simon Steensland;Oscillospira;April 24;-;Ipecac;NR;0;NR;0
3739;Matthieu Saglio;El Camino de los Vientos;April 24;-;ACT Music;NR;0;NR;0
3740;Lucinda Williams;Good Souls Better Angels;April 24;-;Highway 20, Thirty Tigers;NR;0;NR;0
3741;Tom Misch And Yussef Dayes;What Kinda Music;April 24;-;Beyond The Groove;NR;0;NR;0
3742;LA Priest;GENE;April 24;-;Domino Recording Co;NR;0;NR;0
3743;Leifur James;Angel in Disguise;April 24;-;Night Time Stories Ltd.;NR;0;NR;0
3744;Willie Nelson;First Rose of Spring;April 24;-;Legacy Recordings;NR;0;NR;0
3745;Corb Lund;Agricultural Tragic;April 24;-;New West Records;NR;0;NR;0
3746;Fra Fra;Funeral Songs;April 24;-;Glitterbeat Records;NR;0;NR;0
3747;Rufus Wainwright;Unfollow the Rules;April 24;-;Bertelsmann Music Group;NR;0;NR;0
3748;Zeroh;BLQLYTE;April 24;-;Leaving;NR;0;NR;0
3749;Peter Oren;The Greener Pasture;April 24;-;Western Vinyl;NR;0;NR;0
3750;Traumhaus;In Oculis Meis;April 24;;- ;NR;0;NR;0
3751;Demise Of The Crown;Life in the City;April 24;;- ;NR;0;NR;0
3752;Whitney Rose;We Still Go to Rodeos;April 24;-;MCG Recordings;NR;0;NR;0
3753;Smallie Biggs;We Blew Up;April 24;-;Ten Grand Records;NR;0;NR;0
3754;Ulcerate;Stare Into Death And Be Still;April 24;-;Debemur Morti Productions;NR;0;NR;0
3755;Quelle Chris & Chris Keys;Innocent Country 2;April 24;-;Mello Music Group;NR;0;NR;0
3756;Luke Bryan;Born Here Live Here Die Here;April 24;-;Capitol Records;NR;0;NR;0
3757;AWOLNATION;Angel Miners & the Lightning Riders;April 24;-;Better Noise;NR;0;NR;0
3758;Amnesia Scanner;Tearless;April 24;-;PAN;NR;0;NR;0
3759;Jonathan Bree;After The Curtains Close;April 24;-;Lil' Chief;NR;0;NR;0
